,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,NFLX Position,NFLX Order,NFLX Filled Order,NFLX Trade Price,NFLX Cost to Trade,NFLX PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,AMZN Position,AMZN Order,AMZN Filled Order,AMZN Trade Price,AMZN Cost to Trade,AMZN PnL
2016-05-09,-0.33001484327999864,18.670039578025005,605673.3161702506,586313.54039,1186700.3957802507,-390,64,64,93.0,11.519996800000081,-56.739932800003196,-47,0,0,90.73,0.0,14.099999999999866,-139,19,19,712.0,14.9625,-279.1024999999961,-744,89,89,147.7,24.47500000000101,-98.16500000000914,-496,3,3,673.95,3.441000000000076,-2880.2409999999777
2016-05-06,-0.9623638567000012,19.000054421305006,597822.7619430508,617714.940454,1190000.5442130505,-454,41,41,93.370003,6.949500000000206,223.79893300000154,-47,4,4,88.83,0.9659999999999741,-67.8959999999999,-158,15,15,698.38,6.450000000000614,-1491.7200000000098,-833,19,19,144.86,3.657500000000022,-656.1274999999946,-499,-52,-52,656.05,58.473999999999435,-7631.69400000001
2016-05-05,0.2809218569299997,19.962418278005007,596713.9517900508,591464.7290100001,1199624.1827800507,-495,47,47,94.0,9.58800470000035,469.59406930000347,-51,1,1,90.91,0.1905000000000058,72.1095000000001,-173,25,25,697.7,15.925000000000864,-1057.2149999999845,-852,68,68,145.95,12.545999999999413,-2019.5859999999975,-447,-38,-38,673.31,26.333999999998515,5344.315999999975
2016-05-04,-0.046588686079998484,19.68149642107501,605567.8685467507,600628.761084,1196814.9642107508,-542,72,72,95.199997,14.615992800000026,520.5231392000006,-52,9,9,91.0,1.7774999999999692,42.08250000000009,-198,30,30,690.49,11.7600000000009,-616.9800000000071,-920,70,70,143.36,13.999999999999602,-70.50000000000506,-409,-55,-55,662.59,32.6425000000022,-341.01249999997344
2016-05-03,0.554989300800001,19.728085107155003,588837.4147555509,602218.52,1197280.8510715507,-614,61,61,94.199997,11.224000000000196,-990.944492000002,-61,4,4,92.08,1.0659999999999967,98.82399999999959,-228,23,23,696.87,13.385999999999331,1351.2340000000065,-990,40,40,144.65,9.1400000000001,1144.2600000000148,-354,-63,-63,677.36,80.23049999999937,3946.519499999991
2016-05-02,-0.7988390952300028,19.173095806355008,607731.1660385509,593138.309325,1191730.9580635508,-675,94,94,93.970001,19.78699530000045,26.092047699997757,-65,6,6,90.41,1.305000000000041,-203.78499999999988,-251,43,43,697.63,22.83300000000172,-1526.6930000000132,-1030,98,98,146.56,25.23499999999989,604.1049999999868,-291,-50,-50,663.92,44.94999999999891,-6888.11
2016-04-29,-1.0939390450950008,19.97193490158501,590491.3305538507,605804.6384620001,1199719.3490158506,-769,-7,-7,93.989998,1.9704989499999614,830.3625490500058,-71,-10,-10,90.5,2.290000000000049,17.65999999999994,-294,5,5,690.7,6.654999999999973,-590.115000000003,-1128,-36,-36,146.49,9.828000000000065,1243.9319999999955,-241,-23,-23,666.0,34.03999999999989,-12441.230000000007
2016-04-28,1.162528389905002,21.06587394668001,607988.1394668007,576218.9615239999,1210658.7394668008,-762,81,81,97.610001,20.37149595000013,2275.0168990499883,-61,-16,-16,91.5,3.4320000000001074,50.2880000000001,-299,27,27,708.26,25.123500000000785,4340.716500000016,-1092,73,73,149.75,13.906499999999387,3751.453500000007,-218,-26,-26,615.54,21.67100000000128,1207.8090000000075
2016-04-27,0.5831353447249997,19.903345556775008,593233.3655677508,608421.89,1199033.4555677506,-843,-65,-65,96.0,11.017496749999594,4951.0209472500055,-45,-17,-17,92.18,3.654999999999913,54.64500000000011,-326,7,7,707.29,8.658999999999605,747.0909999999857,-1165,22,22,149.35,4.279000000000235,-1629.5689999999838,-192,-47,-47,611.8,32.59449999999761,1708.1654999999898
2016-04-26,0.6534887553999992,19.320210212050007,594656.5343405007,585988.518444,1193202.1021205008,-778,29,29,103.910004,4.553000000000063,597.3200540000064,-28,-27,-27,93.5,6.682499999999831,23.33749999999998,-333,29,29,725.42,14.99300000000087,4917.506999999996,-1187,97,97,148.65,18.381499999998724,-323.3515000000112,-145,-47,-47,626.17,29.91550000000218,1320.074500000001
2016-04-25,-0.23068771140000094,18.66672145665001,596332.0361805004,599113.061614,1186667.2145665006,-807,37,37,105.0,7.141000000000131,502.21738599999964,-1,-40,-40,95.7,8.959999999999809,-14.61999999999992,-362,18,18,716.1,22.058999999999788,-1559.5589999999988,-1284,98,98,148.16,26.950000000001115,-391.6700000000037,-98,-59,-59,616.61,55.13550000000284,-843.2455000000065
2016-04-22,1.5670167825600014,18.897409168050007,585981.3083045008,591753.02,1188974.0916805007,-844,16,16,105.010002,2.728002400000014,257.39282559999117,39,-47,-47,94.85,10.809999999999786,18.959999999999827,-380,-24,-24,726.3,15.479999999999018,14536.960000000003,-1382,147,147,149.44,41.60099999999893,1043.4190000000187,-39,-84,-84,624.47,47.544000000000686,-186.5639999999984
2016-04-21,-0.6629678356299997,17.330392385490008,556416.5847149007,589667.74086,1173303.9238549005,-860,-27,-27,106.93,5.440497299999817,986.7561437000061,86,-77,-77,97.31,22.48400000000056,-134.8439999999994,-356,-43,-43,755.38,21.75799999999781,-2208.548000000006,-1529,59,59,146.58,15.3399999999998,-4920.579999999996,45,-95,-95,631.0,73.86250000000086,-352.46250000000214
2016-04-20,-0.18294593775500198,17.993360221120007,522112.6913782004,556847.677501,1179933.6022112009,-833,-43,-43,106.639999,8.105493550000222,-202.96987755000208,163,-68,-68,94.34,31.17800000000044,364.91199999999833,-313,-52,-52,758.0,58.68200000000043,547.337999999999,-1588,16,16,144.24,5.071999999999752,-3359.5920000000215,140,-95,-95,630.0,91.24750000000017,820.8525000000064
2016-04-19,1.1638402985749994,18.176306158875008,482614.27948875056,512210.63315999997,1181763.0615887507,-790,-39,-39,107.879997,7.819490249999896,458.079485749997,231,-69,-69,99.49,23.04599999999963,-3885.6960000000013,-261,-43,-43,769.51,27.41250000000098,3406.767500000015,-1604,-60,-60,146.47,10.950000000000614,13307.57,235,-97,-97,637.14,71.19800000000141,-1648.318000000016
2016-04-18,0.06544083180000161,17.012465860300008,446295.9023580005,483344.782253,1170124.6586030005,-751,-73,-73,108.889999,16.680500000000183,1693.1058180000023,300,-149,-149,109.9,30.321499999999524,-1203.2114999999994,-218,-40,-40,760.46,20.619999999998072,-1621.1999999999996,-1544,13,13,151.75,2.040999999999843,-1253.0710000000036,332,-95,-95,625.35,50.63499999999931,3038.785000000016
2016-04-15,0.23447397330999933,16.947025028500004,407178.96757300064,445808.338644,1169470.2502850005,-678,-74,-74,112.110001,11.321988900000457,1514.9182330999993,449,-139,-139,110.64,31.205499999999667,488.7845000000017,-178,-33,-33,753.98,10.90650000000021,-1017.566499999993,-1557,-39,-39,151.04,8.540999999999991,-885.1410000000037,427,-81,-81,621.92,45.80550000000162,2243.7444999999893
2016-04-14,0.3294879943599957,16.71255105519001,379786.9657199006,406383.278792,1167125.5105519006,-604,-56,-56,111.620003,9.911980400000267,-69.670056399998,588,-185,-185,110.01,49.950000000000315,469.4099999999973,-145,-31,-31,754.01,18.785999999999127,-162.39600000000289,-1518,28,28,151.5,5.040000000000351,93.65999999998895,508,-114,-114,615.07,77.0640000000025,2963.875999999972
2016-04-13,0.6010256169200067,16.38306306083001,319184.4378683007,380895.580548,1163830.6306083007,-548,-101,-101,110.800003,19.39197979999964,-859.8313307999982,773,-227,-227,108.0,79.56350000000054,2215.8864999999996,-114,-57,-57,749.16,42.23699999999788,-680.067000000001,-1546,-28,-28,150.75,4.942000000000281,-2447.1819999999916,622,-140,-140,607.68,96.24999999999682,7781.450000000059
2016-04-12,0.8544496662400004,15.782037443910006,273988.0689091006,318861.150894,1157820.3744391007,-447,-108,-108,109.339996,20.411994600000174,-620.5943376000022,1000,-146,-146,103.15,31.82799999999927,4336.791999999998,-57,-38,-38,738.0,20.804999999999655,-347.03500000000105,-1518,-44,-44,149.61,10.40600000000054,-571.405999999993,762,-120,-120,598.4,66.54000000000633,5746.740000000003
2016-04-11,0.025956750129992816,14.927587777670004,231849.61608170072,270938.178983,1149275.8777767008,-339,-126,-126,108.970001,22.67999370000016,-105.65799870000168,1146,-103,-103,104.04,23.226500000000247,-1294.5164999999945,-19,-43,-43,743.02,25.585000000000196,198.77499999999912,-1474,-82,-82,150.26,15.867000000000486,206.15299999999087,882,-82,-82,596.14,44.52599999999866,1254.8139999999341
2016-04-08,0.10547907802500826,14.901631027540011,198084.69942340066,231039.780852,1149016.3102754008,-213,-129,-129,108.910004,27.73496774999942,-5.565219749999166,1249,-106,-106,105.12,25.651999999999568,-753.9920000000001,24,-48,-48,743.97,30.528000000002795,119.47199999999994,-1392,-130,-130,149.06,23.400000000001626,-1449.2999999999936,964,-39,-39,594.32,24.41399999999819,3144.1760000000754
2016-04-07,-0.9678858483100083,14.796151949515002,161411.9000831507,196208.86008399999,1147961.5194951505,-84,-137,-137,109.949997,25.893041099999323,39.01651690000004,1355,-24,-24,104.31,5.027999999999929,-532.4079999999936,72,-46,-46,745.37,29.163999999999625,-433.40400000000784,-1262,-189,-189,149.07,41.01299999999816,2013.1770000000115,1003,-20,-20,598.76,16.890000000000327,-10765.240000000093
2016-04-06,1.704472551375006,15.764037797825013,142565.72803125065,160971.46000000002,1157640.3779782508,53,-97,-97,110.230003,16.053524249999953,85.63701375000053,1379,-68,-68,105.3,15.3,-142.50999999999925,118,-28,-28,735.77,13.201999999999135,860.9780000000135,-1073,-137,-137,149.9,27.057499999999536,-62.217500000009736,1023,2,2,587.52,1.0220000000001164,16302.838000000056
2016-04-05,-0.624625936875007,14.059565246450006,123031.27276450064,140400.0,1140595.6524645006,150,-95,-95,109.510002,18.620023750000286,-368.0708687500006,1447,-5,-5,103.47,1.1799999999999784,848.150000000005,146,-30,-30,738.0,18.55500000000052,-1330.7950000000008,-936,-132,-132,151.43,23.826000000000093,1829.2139999999954,1021,-9,-9,590.77,4.9274999999999185,-7224.75750000007
2016-04-04,-0.7657483785799948,14.684191183325012,103246.13109825065,122264.28,1146841.911833251,245,-72,-72,110.41999799999999,13.680010799999604,294.1312141999992,1452,-20,-20,105.9,5.319999999999936,-1961.5200000000125,176,-26,-26,750.06,19.94200000000078,-829.1620000000022,-804,-124,-124,152.34,29.20200000000093,310.27800000001196,1030,-14,-14,599.0,8.91100000000065,-5471.210999999945
2016-04-01,1.045670254199998,15.44993956190501,86746.34625305068,103713.6,1154499.3956190506,317,-56,-56,108.779999,8.456014000000074,296.7840420000001,1472,-22,-22,102.93,4.927999999999895,5118.311999999998,202,-15,-15,738.6,8.93249999999989,897.7374999999843,-680,-102,-102,150.51,29.27400000000121,-852.7540000000157,1044,-21,-21,590.49,11.067000000000439,4996.623000000015
2016-03-31,-0.8426134847000043,14.404269307705011,71157.91382305068,87538.09999999999,1144042.6930770506,373,-51,-51,109.720001,9.740999999999694,-214.190846999997,1494,28,28,102.43,7.601999999999851,45.43800000000921,217,-23,-23,749.25,12.810999999999854,-1253.1109999999835,-578,-110,-110,149.79,22.495000000000175,-1627.814999999996,1065,-23,-23,599.28,11.776000000000796,-5376.456000000076
2016-03-30,0.5229199242000048,15.246882792405017,53805.6087720507,69455.88,1152468.8279240509,424,-50,-50,108.650002,12.275010000000037,833.3442419999938,1466,-8,-8,104.65,2.1319999999999935,-2842.0119999999965,240,-21,-21,750.1,21.514499999999295,1472.8154999999992,-468,-112,-112,149.95,23.855999999999952,476.14400000000484,1088,-19,-19,596.71,20.28249999999948,5288.907500000046
2016-03-29,2.3453654449600014,14.723962868205009,39001.09868205068,53161.48,1147239.6286820509,474,-32,-32,104.889999,5.008006400000068,1165.6509495999996,1474,-39,-39,101.08,10.958999999999898,4288.051000000003,261,-15,-15,734.59,6.3675000000008595,2943.1725000000024,-356,-97,-97,147.59,16.586999999999804,-426.23700000000247,1107,-14,-14,580.15,7.833000000000675,15483.01700000001
2016-03-28,-0.0008842931150046297,12.37859742324501,26841.65322045068,38435.6,1123785.9742324506,506,-23,-23,106.0,3.8640011499998823,-239.1519311499925,1513,65,65,98.34,12.284999999999911,4301.0649999999905,276,-9,-9,736.79,3.9374999999997953,-479.04749999999467,-259,-83,-83,147.75,23.779499999999604,-156.9295000000031,1121,-34,-34,584.4,31.398999999998885,-3434.779000000047
2016-03-24,1.197330208640005,12.379481716360013,17608.59822160068,26039.199999999997,1123794.8171636008,529,-14,-14,105.470001,2.218998600000015,-254.7984136000057,1448,41,41,98.64,7.338999999999735,-1749.4290000000053,285,-9,-9,732.01,5.206500000000483,-846.2564999999975,-176,-63,-63,144.98,15.435000000000645,-490.69499999999863,1155,-21,-21,567.11,17.19900000000107,15314.481000000058
2016-03-23,0.957628286409996,11.18215150772001,10177.476706200685,16430.2,1111821.515077201,543,-19,-19,106.480003,3.8760018999998724,-328.8081358999963,1407,35,35,99.75,7.559999999999988,-356.1599999999999,294,-7,-7,742.36,3.338999999999669,-782.9290000000157,-113,-51,-51,148.0,8.77200000000014,291.2279999999989,1176,-16,-16,561.0,15.767999999999665,10752.951999999972
2016-03-22,0.608126470194999,10.224523221310012,5052.961651100685,9182.199999999999,1102245.232213101,562,-27,-27,105.25,6.088504049999824,431.30970194999776,1372,-4,-4,100.48,0.9199999999999818,-1677.0799999999986,301,-13,-13,737.46,7.1369999999994205,-470.66700000000895,-62,-40,-40,148.06,7.980000000000246,2.0800000000000978,1192,6,6,545.11,5.59799999999982,7795.621999999999
2016-03-21,0.35628026032999793,9.616396751115015,1476.535155150682,3269.8599999999997,1096163.9675111508,589,-33,-33,105.93,5.4614967000002,-11.017896699994925,1376,-35,-35,101.15,7.700000000000159,-89.21000000000325,314,-3,-3,736.5,1.8255000000000792,1404.7345000000025,-22,-39,-39,147.3,7.799999999999779,-33.48999999999929,1186,17,17,548.91,15.5040000000002,2291.785999999974
2016-03-18,-0.6634830837199999,9.260116490785018,2337.356151850681,-0.0,1092601.1649078508,622,-32,-32,106.339996,5.6160031999999775,86.30066279999293,1411,-23,-23,100.5,5.04850000000005,1988.2915000000078,317,3,3,741.86,1.360500000000161,-70.66049999998442,17,-46,-46,147.4,11.200999999999489,6.209000000001332,1169,17,17,560.94,15.631499999999118,-8644.971500000016
2016-03-17,-1.603804088469992,9.923599574505015,1642.9937830506801,-0.0,1099235.9957450507,654,-47,-47,105.519997,8.74200469999965,-141.07088469999442,1434,-40,-40,99.05,8.460000000000264,510.12000000000637,314,15,15,736.45,11.220000000000368,514.0399999999809,63,-48,-48,144.78,11.447999999999684,129.82200000000074,1152,8,8,569.51,4.872000000000116,-17050.951999999914
2016-03-16,0.2542182257199981,11.52740366297501,1419.6859287506795,-0.0,1115274.0366297509,701,-38,-38,104.610001,6.327003799999961,969.2022571999918,1474,1,1,97.53,0.2039999999999992,2196.3859999999922,299,17,17,726.37,8.091999999999597,2345.467999999998,111,-40,-40,142.62,7.5799999999994725,181.94999999999862,1144,-4,-4,576.64,3.3039999999999963,-3150.824
2016-03-15,0.4769339264999993,11.27318543725501,1904.4728945506795,-0.0,1112731.8543725507,739,-40,-40,103.959999,6.260009999999966,1573.6837650000025,1473,-19,-19,97.87,4.037499999999946,-406.6874999999939,282,10,10,726.92,6.175000000000409,-579.5949999999909,151,-36,-36,141.74,7.4699999999995494,-17.729999999998235,1148,6,6,571.0,4.752000000000043,4199.667999999973
2016-03-14,0.6269156699299977,10.79625151075501,1507.7974445506793,-0.0,1107962.5151075507,779,-46,-46,101.910004,6.393997700000205,180.04219930000252,1492,3,3,97.2,0.8324999999999847,701.7874999999983,272,0,0,726.81,0.0,998.2399999999889,187,-46,-46,142.01,10.142999999999667,52.29699999999695,1142,20,20,567.0,9.329999999999472,4336.78999999999
2016-03-11,1.755976130660007,10.169335840825013,1945.7767582506806,-0.0,1101693.3584082508,825,-33,-33,102.239998,6.748493399999976,927.8148066000064,1489,-17,-17,99.51,5.346500000000018,477.9034999999959,272,-4,-4,720.0,3.0159999999999854,3833.7039999999997,233,-39,-39,141.73,10.491000000000435,555.1790000000029,1122,24,24,566.95,25.32000000000098,11765.160000000067
2016-03-10,0.04327532197499248,8.413359710165006,2130.438817650684,-0.0,1084133.5971016507,858,-13,-13,101.410004,2.151503249999993,44.51421974999624,1506,-11,-11,98.18,2.95349999999994,-964.8135000000008,276,2,2,708.12,1.3679999999998926,2084.9520000000116,272,-40,-40,141.24,9.879999999999654,-36.519999999998845,1098,13,13,566.74,7.9494999999994205,-695.3795000000833
2016-03-09,0.5400679465000024,8.370084388190014,2890.6912689006826,-0.0,1083700.8438819007,871,-19,-19,101.309998,3.1919999999999593,80.52146499999402,1517,-19,-19,96.82,5.490999999999866,2690.808999999994,274,3,3,698.47,3.0675000000000407,3071.412499999995,312,-35,-35,139.31,8.627500000000111,417.85250000000127,1085,12,12,559.56,11.166000000000349,-859.9159999999604
2016-03-08,-0.3067441196949928,7.830016441690011,3092.0453069006817,-0.0,1078300.1644169006,890,-33,-33,100.779999,6.385504949999902,-789.9591969499937,1536,46,46,95.0,19.641999999999918,1139.5380000000139,271,8,8,688.59,9.275999999999659,-279.2059999999843,347,-63,-63,139.71,17.76599999999924,-420.24600000000345,1073,2,2,557.87,2.007999999999993,-2717.5679999999606
2016-03-07,-2.656300217390005,8.136760561385003,2014.1128448506793,-0.0,1081367.6056138505,923,-34,-34,102.389999,7.445994899999812,-1080.7451739000026,1490,-21,-21,101.0,6.194999999999856,-9092.475000000004,263,4,4,706.9,2.494000000000051,-4123.524000000005,410,-37,-37,137.28,8.140000000000168,936.119999999997,1071,14,14,573.54,8.638000000000739,-13202.378000000035
2016-03-04,0.40236215241999684,10.79306077877501,2222.5658737506797,-0.0,1107930.6077877507,957,-38,-38,102.370003,6.194003799999866,1471.9380242000002,1511,31,31,98.76,7.68799999999988,5481.731999999987,259,6,6,714.99,4.629000000000223,-416.3189999999936,447,-39,-39,137.54,7.585500000000417,-17.72550000000117,1057,3,3,581.07,1.3139999999998964,-2496.004000000024
2016-03-03,-0.2541461442000035,10.390698626355011,2090.566263550681,-0.0,1103906.9862635506,995,-29,-29,100.58000200000001,4.7125,736.6075580000003,1480,33,33,97.83,9.207000000000068,457.1330000000109,253,3,3,718.68,1.4999999999999318,-1627.780000000016,486,-37,-37,137.22,11.50700000000047,751.532999999999,1054,5,5,577.96,3.325000000000273,-2858.955000000029
2016-03-02,0.14741455667000983,10.644844770555016,2401.087705550681,-0.0,1106448.4477055508,1024,-14,-14,100.510002,3.7449993000000976,221.2560666999961,1447,23,23,98.01,8.68250000000008,-1000.442499999997,250,4,4,719.0,4.207999999999993,5.032000000019115,523,0,0,133.7,0.0,1009.3900000000037,1049,-8,-8,581.75,10.100000000000183,1238.9100000000765
2016-03-01,4.5880695384399965,10.497430213885005,1496.913176850681,-0.0,1104974.3021388506,1038,-32,-32,97.650002,5.728001600000153,4010.9088843999966,1424,16,16,94.58,4.687999999999965,6939.952000000001,246,7,7,703.62,5.323499999999695,5129.566499999991,523,-19,-19,132.24,4.236999999999819,1765.573000000002,1057,-1,-1,556.29,0.7150000000000091,28034.69499999998
2016-02-29,-0.7333220722500062,5.909360675445008,1762.5746144506802,-0.0,1059093.6067544506,1070,-30,-30,96.860001,5.159992500000101,-242.0622224999936,1408,15,15,94.81,3.9225000000000563,-1947.2625000000137,239,3,3,700.32,2.1855000000000926,-1732.6355000000162,542,-17,-17,132.0,4.224500000000217,-546.7345000000003,1058,4,4,554.0,2.2659999999999854,-2864.5260000000385
2016-02-26,-0.09927339988999384,6.642682747695016,2369.643076950681,-0.0,1066426.8274769508,1100,-39,-39,97.199997,6.844503899999973,175.31750110000056,1393,-20,-20,95.3,6.60000000000008,370.9800000000069,236,9,9,708.58,7.829999999999837,-193.7799999999884,559,-31,-31,134.51,8.726499999999993,-1389.1464999999996,1054,7,7,560.12,5.635000000000287,43.8950000000422
2016-02-25,0.8412965823800023,6.741956147585009,2836.7291978506823,-0.0,1067419.5614758506,1139,-52,-52,96.050003,13.155992200000025,735.988823800001,1413,0,0,91.08,0.0,4125.960000000003,227,8,8,700.01,8.488000000000103,1393.042000000012,590,-30,-30,133.29,8.71500000000043,1008.9849999999922,1047,5,5,555.52,5.7800000000002,1148.9900000000139
2016-02-24,0.7391622783149877,5.900659565205009,2257.2480340506827,-0.0,1059006.5956520506,1191,-41,-41,93.980003,8.097493850000227,1642.0977831499904,1413,33,33,88.5,8.975999999999903,3529.853999999993,219,9,9,688.92,7.568999999999869,867.2909999999839,620,-41,-41,131.55,6.969999999999721,206.18000000000401,1042,0,0,545.75,0.0,1146.1999999999052
2016-02-23,-1.6576289128799948,5.161497286890022,2162.910404900683,-0.0,1051614.972868901,1232,-44,-44,96.400002,6.556008799999768,-2725.7496287999948,1380,24,24,91.4,8.171999999999935,-3873.252000000003,210,18,18,701.45,11.457000000000836,-2149.3770000000036,661,-26,-26,133.14,5.06999999999997,-927.0200000000036,1042,-13,-13,555.55,14.02049999999922,-6900.890499999944
2016-02-22,3.213087275145004,6.8191261997700146,2102.495825700685,-0.0,1068191.2619977007,1276,-49,-49,96.309998,7.251997550000235,1077.8127514499986,1356,23,23,90.75,6.175499999999875,3620.064500000004,192,22,22,707.45,12.13300000000022,909.5870000000111,687,-43,-43,133.84,10.341500000000128,496.36849999999794,1055,-12,-12,542.2,13.559999999999672,26027.040000000026
2016-02-19,0.963438549225,3.6060389246250124,2822.397921250686,-0.0,1036060.3892462506,1325,-85,-85,96.0,20.4000127500005,-334.0015077499956,1333,-23,-23,89.98,7.578500000000037,-1698.8884999999877,170,23,23,695.03,21.068000000000712,637.4919999999912,730,-99,-99,132.36,30.93750000000056,420.0525000000194,1067,14,14,520.71,13.629000000000497,10609.730999999974
2016-02-18,-1.4237803930600033,2.6426003754000122,2858.4609340006855,-0.0,1026426.0037540006,1410,-76,-76,98.839996,15.427988600000255,-2583.309930599996,1356,-77,-77,94.8,27.4505000000002,-5814.490500000014,147,24,24,710.0,24.443999999999868,-1687.1939999999936,829,-70,-70,130.0,18.619999999999777,5518.529999999996,1053,11,11,541.19,11.04949999999983,-9671.339500000024
2016-02-17,2.8780788308,4.066380768460014,2037.1032266006862,-0.0,1040663.8076846007,1486,-160,-160,96.66999799999999,33.91997600000059,2170.165807999989,1433,-67,-67,90.13,15.409999999999695,8239.380000000012,123,41,41,699.0,30.647500000001493,1781.5524999999957,899,-83,-83,123.71,15.562500000000473,3085.587499999999,1042,5,5,528.74,3.697499999999991,13504.102499999999
2016-02-16,2.252605303530001,1.1883019376600148,1665.201022600691,-0.0,1011883.0193766007,1646,-123,-123,95.019997,21.463487700000787,4467.128035300005,1500,-58,-58,89.0,18.73399999999994,2549.065999999987,82,66,66,692.98,56.5950000000033,-49.67500000000414,982,-74,-74,121.83,17.390000000000377,1710.469999999988,1037,52,52,519.48,44.87600000000175,13849.064000000035
2016-02-12,0.6764110169250029,-1.0643033658699874,48709.0198793007,-0.0,989356.9663413008,1769,19,19,94.190002,3.92350474999993,499.77816925000644,1558,144,144,86.64,53.85600000000013,1540.2840000000165,16,84,84,690.26,94.41600000000008,-706.3759999999987,1056,37,37,119.26,8.806000000000193,3307.664000000012,985,132,132,510.7,180.1799999999982,2122.7599999999934
2016-02-11,0.5599764347999955,-1.7407143827949911,101322.8314220507,46451.48,982592.8561720508,1750,38,38,93.790001,8.074999999999893,-987.3351520000128,1414,124,124,87.42,42.09800000000083,-2883.778000000013,-68,77,77,675.0,81.54299999999587,689.3770000000037,1019,67,67,118.78,24.95749999999958,-2314.947500000003,853,164,164,491.17,169.4119999999988,11096.44799999998
2016-02-10,0.01138847857000369,-2.300690817594985,149148.7569600507,99197.4,976993.0918240508,1712,23,23,95.91999799999999,4.611502300000115,-1258.643214299994,1290,54,54,89.0,23.89500000000006,2813.9250000000093,-145,74,74,686.86,122.58100000000209,-1641.5310000000009,952,43,43,125.0,11.094000000000054,-3744.8439999999964,689,168,168,491.76,221.59199999999902,3944.9780000000187
2016-02-09,0.13238102619999845,-2.3120792961649888,200076.25041635064,148506.09,976879.2070383506,1689,15,15,94.290001,3.4949969999998984,-26.48173800000029,1236,163,163,81.75,55.012499999999534,3674.057500000003,-219,78,78,672.32,89.58299999999922,1737.1469999999968,909,18,18,126.12,4.841999999999945,-2634.55200000001,521,189,189,478.01,191.74049999999536,-1426.3605000000048
2016-02-08,0.031564887920001276,-2.444460322364986,257988.79342835065,202773.78,975555.3967763507,1674,46,46,93.129997,12.028990800000066,1686.179379199994,1073,231,231,80.57,104.98950000000036,976.5204999999887,-297,67,67,667.85,86.56400000000049,1213.186000000013,891,0,0,126.0,0.0,-1416.6899999999905,332,179,179,486.47,288.7269999999958,-2143.5469999999923
2016-02-05,-0.4471496629000016,-2.476025210284989,297486.3727811507,248819.48,975239.7478971507,1628,-1,-1,96.519997,0.20699999999999932,-4200.528628999993,842,141,141,88.23,47.30550000000026,-5665.26549999999,-364,46,46,703.87,62.42199999999762,9024.177999999982,891,-16,-16,127.22,4.399999999999954,808.4399999999888,153,133,133,529.28,144.77050000000594,-4438.3205000000025
2016-02-04,1.050344186550002,-2.0288755473849873,330539.2877841507,290284.1,979711.2445261506,1629,235,235,95.860001,55.929929499998735,466.4693655000019,701,233,233,89.5,99.60750000000013,-532.7175000000022,-410,-52,-52,722.81,145.60000000000235,7404.520000000015,907,135,135,125.08,33.75000000000077,2575.1600000000053,20,114,114,525.0,205.77000000000467,590.0099999999999
2016-02-03,1.850063016219998,-3.0792197339349876,350778.90544865065,310168.68,969207.8026606508,1394,218,218,95.0,40.98402180000046,2452.429662200003,468,195,195,92.41,77.22000000000126,-607.6200000000016,-358,-34,-34,770.22,46.273999999998885,13639.705999999976,772,120,120,123.99,21.00000000000034,1227.1600000000008,-94,73,73,553.5,85.6654999999976,1788.9545000000019
2016-02-02,-0.45240566301500174,-4.929282750154987,375676.3389704506,339947.3,950707.1724984506,1176,159,159,95.41999799999999,26.314476149999173,-2158.9206301500094,273,124,124,95.54,48.85599999999962,-938.4560000000023,-324,6,6,784.5,4.97700000000018,-4298.576999999993,652,90,90,123.67,16.109999999999417,-1143.99,-167,54,54,570.0,36.422999999996954,4015.886999999987
2016-02-01,-0.05945342308999675,-4.476877087139986,397335.1591286006,375193.01,955231.2291286006,1017,61,61,96.470001,15.219493899999698,-887.6157308999918,149,98,98,91.79,28.224000000000235,311.92599999999953,-330,8,8,750.46,8.07599999999984,-3054.655999999985,562,39,39,124.4,7.4684999999998585,30.22149999999568,-221,41,41,578.15,51.24999999999907,3005.5900000000142
2016-01-29,1.2483634456100006,-4.417423664049989,403499.01718350063,404911.1,955825.7633595008,956,111,111,94.790001,22.92148890000032,3006.377956099999,51,85,85,92.0,30.345000000000425,43.43499999999963,-338,-1,-1,731.53,1.1670000000000074,-4053.217000000003,523,53,53,123.28,10.122999999999681,1277.807000000004,-262,-7,-7,571.98,14.878499999999757,12209.231500000005
2016-01-28,-2.3440857565150006,-5.665787109659989,414524.29228340054,411557.71,943342.1289034006,845,123,123,93.790001,32.53350615000011,488.10443485000417,-34,67,67,93.84,31.02099999999997,-322.0909999999995,-337,0,0,722.22,0.0,-10436.890000000009,470,52,52,121.26,12.271999999999775,564.328000000002,-255,18,18,608.37,23.949000000000115,-13734.309000000001
2016-01-27,0.49784946636999694,-3.3217013531449875,423914.4579125508,404357.33,966782.9864685505,722,118,118,96.040001,28.378982299999723,-4305.8193363000055,-101,50,50,96.61,19.24999999999983,716.4299999999994,-337,-7,-7,713.67,4.830000000000223,4397.429999999985,418,48,48,122.73,8.088000000000012,-696.148000000004,-273,13,13,601.99,10.478000000000225,4866.601999999994
