,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-03-19,0.19858510110999888,2.7493473118349914,515183.4431183498,501016.15,1027493.4731183498,-1418,98,98,128.75,23.471004900000924,1324.5505110999934,-38,-6,-6,159.7,2.0700000000000274,-2.7300000000001092,-563,11,11,559.39,8.12900000000011,843.2109999999949,118,-73,-73,53.57,10.110499999999934,-179.1804999999994
2015-03-18,-0.729219146039997,2.5507622107249928,506902.14362324984,521027.441516,1025507.6221072498,-1516,36,36,127.0,6.60599639999973,-2173.045960399988,-32,-18,-18,156.85,3.5280000000000653,-96.70800000000013,-574,-15,-15,552.5,5.849999999999454,-4951.789999999982,191,-85,-85,53.42,12.027499999999932,-70.64750000000095
2015-03-17,-0.13515566498000345,3.2799813567649894,513244.06891164987,507283.081552,1032799.8135676498,-1552,94,94,125.900002,19.175971800000262,-3352.1626498000123,-14,-30,-30,156.2,6.434999999999775,-31.155000000000427,-559,2,2,551.71,1.2850000000000363,2055.844999999977,276,-107,-107,53.21,14.124000000000384,-24.08399999999849
2015-03-16,-0.608153870599996,3.4151370217449935,501843.77515544975,516747.80506199994,1034151.37021745,-1646,60,60,123.879997,14.46000000000032,-2270.421705999996,16,-11,-11,155.05,3.3659999999998775,49.904000000000416,-561,-39,-39,550.95,31.550999999997906,-3923.570999999965,383,-100,-100,53.74,14.899999999999949,62.549999999999784
2015-03-13,0.5206538397499966,4.02329089234499,504446.29527544975,496545.57317600003,1040232.9089234498,-1706,154,154,124.400002,40.57903849999976,1434.2818974999943,27,-49,-49,157.46,10.902500000000112,-136.28249999999892,-522,-23,-23,553.5,9.096499999998787,4219.85349999997,483,-147,-147,53.9,24.03449999999966,-311.31449999999916
2015-03-12,-0.48553181368000153,3.5026370525949924,490229.8023859499,508676.48442,1035026.37052595,-1860,-16,-16,122.309998,3.727996800000119,-4113.206136799993,76,-33,-33,156.27,8.579999999999888,63.609999999998436,-499,-32,-32,553.51,15.136000000001513,-2101.2460000000206,630,-128,-128,54.0,20.735999999999695,1295.5240000000006
2015-03-11,0.6716307884400022,3.988168866274994,487357.2049747499,482811.61631199997,1039881.68866275,-1844,4,4,124.75,1.0839995999999927,4183.8433844,109,-23,-23,158.57,5.083000000000215,-97.69299999999943,-467,-19,-19,555.14,11.513999999999465,1779.5660000000196,758,-71,-71,51.62,10.898499999999977,850.5915000000011
2015-03-10,0.897391955155001,3.316538077834992,475824.3796903499,478738.963696,1033165.3807783498,-1848,-21,-21,126.410004,6.835509449999966,4838.0690515500055,132,-36,-36,159.6,8.910000000000286,-441.75000000000193,-448,-23,-23,564.25,10.039500000000022,6084.480500000013,829,-81,-81,52.07,9.720000000000253,-1506.8800000000056
2015-03-09,-0.13641498582000347,2.4191461226799906,473646.79305379995,474046.02817299997,1024191.4612268,-1827,48,48,127.959999,12.263983200000485,-1064.1258582000069,168,-36,-36,158.2,9.6840000000004,360.8760000000009,-425,-22,-22,566.86,13.111999999999579,-528.4020000000291,910,-97,-97,52.88,14.9380000000002,-132.49799999999965
2015-03-06,0.12833094418000357,2.555561108499994,461086.969835,466150.03625,1025555.6110850001,-1875,118,118,128.399994,29.440988199999413,-620.4985581999957,204,-89,-89,160.19,16.910000000000302,-651.7400000000025,-403,-48,-48,574.88,15.600000000001092,3045.7500000000337,1007,-218,-218,53.75,28.121999999999208,-490.20199999999966
2015-03-05,0.39533016063999477,2.4272301643199907,446828.76164319995,456177.287972,1024272.3016432,-1993,172,172,128.580002,27.863922599999295,4210.322606399957,293,-67,-67,159.86,12.864000000000868,532.2960000000065,-355,-64,-64,575.02,35.52000000000262,-625.720000000017,1225,-317,-317,53.71,41.526999999999624,-163.5969999999992
2015-03-04,0.07808779700000665,2.0319000036799957,433477.04890179995,445139.754845,1020319.0000367999,-2165,250,250,129.100006,42.8750999999977,1797.4409700000676,360,-115,-115,160.54,21.562500000000654,-657.5125000000066,-291,-78,-78,571.87,42.3929999999978,-101.88300000000167,1542,-435,-435,53.48,55.89750000000047,-257.167499999993
2015-03-03,-0.05299726714000661,1.9538122066799888,405525.8506717998,434589.722415,1019538.1220667998,-2415,333,333,128.96000700000002,66.26693340000048,-675.0426714000746,475,-199,-199,160.27,40.596000000002675,178.8640000000068,-213,-125,-125,570.45,96.24999999999488,-697.3999999999835,1977,-684,-684,53.94,118.67400000000191,663.6059999999851
2015-03-02,-0.09933563855999192,2.0068094738199957,365573.63374619995,405017.22900799994,1020068.0947382,-2748,56,56,129.25,12.124005599999784,-1787.5733855999063,674,-214,-214,161.68,44.19100000000239,-1083.8710000000058,-88,-144,-144,560.53,99.43200000000289,-931.4320000000083,2661,-302,-302,52.43,40.76999999999897,2809.5200000000013
2015-02-27,0.6055141988499936,2.1061451123799872,321829.73075179994,360201.85962800006,1021061.4511237998,-2804,-315,-315,130.0,98.59490550000368,5264.920488499925,888,-37,-37,161.05,11.784500000000218,945.035499999994,56,-165,-165,554.24,137.2799999999952,-178.359999999999,2963,156,156,52.32,20.124000000000542,23.546000000014054
2015-02-26,-0.2637721665800038,1.500630913529994,279824.39900330006,324615.375022,1015006.3091352999,-2489,-368,-368,128.78999299999998,100.28022080000238,-4157.36266580003,925,-51,-51,163.74,11.16899999999999,-1758.2389999999975,221,-134,-134,543.21,85.6259999999983,2391.744000000009,2807,178,178,52.03,22.783999999999768,886.1359999999814
2015-02-25,0.8155427988200014,1.764403080109998,243809.07443809987,273163.57515299995,1017644.0308011,-2121,-292,-292,131.559998,64.67811680000064,6926.192488200028,976,-54,-54,164.94,14.796000000000356,-1980.3760000000111,355,-96,-96,535.9,50.59200000000201,2693.067999999983,2629,163,163,51.65,23.71649999999951,516.5435000000132
2015-02-24,0.6529793384600059,0.9488602812899968,225396.11183889993,241738.926342,1009488.6028129,-1829,-103,-103,132.940002,27.50097939999846,1484.3928846000144,1030,-84,-84,162.49,16.379999999999903,1925.9400000000176,451,-76,-76,530.0,34.313999999999034,1705.706000000032,2466,69,69,51.42,9.625499999999777,1413.754499999996
2015-02-23,-1.184985922395007,0.29588094282999117,198875.4056202999,229558.0,1002958.8094282999,-1726,-187,-187,130.020004,32.257471950002625,-5976.016723950002,1114,-110,-110,164.23,23.37500000000125,-783.935000000013,527,-83,-83,536.05,41.29250000000302,-3992.0725000000516,2397,66,66,51.53,11.715000000000039,-1097.8350000000023
2015-02-20,-0.2805770049899949,1.4808668652249986,168450.54404224994,199300.5,1014808.66865225,-1539,-234,-234,128.619995,31.589964899997963,-1607.7650499000056,1224,-70,-70,163.64,17.67500000000024,-328.9349999999766,610,-92,-92,543.13,32.659999999999584,-2399.939999999975,2331,138,138,51.05,17.249999999999805,1530.8700000000088
2015-02-19,0.3891970817299943,1.7614438702149926,144634.33522714992,167627.246085,1017614.4387021499,-1305,-177,-177,128.479996,29.47051770000233,280.4038172999984,1294,-56,-56,162.05,10.723999999999798,2181.2359999999867,702,-64,-64,538.04,31.936000000000057,2087.163999999966,2193,97,97,51.28,12.512999999999648,-656.833000000009
2015-02-18,-0.23794729444499874,1.3722467884849987,130842.3357808499,145196.161128,1013722.4678848499,-1128,-107,-107,127.629997,21.18603745000071,-1046.5054444499885,1350,-59,-59,161.86,10.856000000000188,1702.7439999999865,766,-43,-43,541.4,23.456500000001643,-2490.6164999999933,2096,85,85,51.3,12.325000000000145,-545.0949999999917
2015-02-17,-0.40974569388999743,1.6101940829299977,116383.00695529989,130514.432042,1016101.9408292999,-1021,-114,-114,127.489998,20.690982900000016,-739.7014389000009,1409,-31,-31,159.75,6.4480000000001265,762.442000000003,809,-50,-50,546.83,21.950000000002774,-5122.479999999967,2011,145,145,50.95,19.357499999999497,1002.2824999999901
2015-02-13,0.7954332268350024,2.0199397768199954,106460.2513961999,115261.561814,1020199.3977681999,-907,-71,-71,127.279999,13.880510650000467,-518.00323165001,1440,-21,-21,158.78,3.5805000000002054,2709.0794999999935,859,-36,-36,543.35,21.870000000001802,5215.970000000036,1866,109,109,51.01,18.09400000000027,547.2860000000043
2015-02-12,0.7503553353299968,1.2245065499849923,100259.50800784992,105720.55916399999,1012245.0654998499,-836,-23,-23,126.059998,5.082997700000025,-1298.8246466999947,1461,-31,-31,158.72,6.076000000000112,477.56400000003174,895,-21,-21,537.25,7.423500000000649,6248.656499999929,1757,125,125,49.94,17.312499999999886,2076.157500000002
2015-02-11,-0.33413639998000483,0.47415121465499577,98584.25458554989,101527.437561,1004741.51214655,-813,-2,-2,122.769997,0.39899979999999574,-2324.0789997999996,1492,-26,-26,157.76,7.124000000000171,-565.0440000000209,916,-23,-23,535.3,14.696999999999708,-940.937000000027,1632,164,164,49.15,23.9439999999999,488.69599999999906
2015-02-10,1.1157332188000009,0.8082876146350005,94740.0969573499,98958.217567,1008082.8761463499,-811,-20,-20,120.16999799999999,3.4099959999998646,-1859.7068120000058,1518,-15,-15,156.74,3.0749999999998465,4277.355000000004,939,-18,-18,529.3,7.181999999999607,8573.568000000012,1468,104,104,50.0,15.963999999999965,166.11599999999973
2015-02-09,-0.511654522544995,-0.3074456041650005,93057.4600033499,94698.520791,996925.5439583499,-791,-23,-23,118.550003,4.370003449999874,-638.0007254499917,1533,-3,-3,156.0,0.5775000000000035,-1489.7474999999984,957,-19,-19,528.0,12.150499999999534,-3102.8404999999607,1364,137,137,48.86,19.79649999999991,114.04350000000058
2015-02-06,0.2893739391799963,0.20420891837999466,89756.91379179989,91338.24,1002042.0891837998,-768,-28,-28,120.019997,4.172004199999936,773.7493918,1536,-7,-7,157.34,1.2040000000000193,-1833.0339999999965,976,-20,-20,527.64,8.410000000000764,3330.709999999958,1227,114,114,49.4,15.846000000000169,622.3140000000018
2015-02-05,0.6097681525600019,-0.08516502080000164,87124.52571199989,88755.60148000001,999148.3497919999,-740,-12,-12,120.019997,2.5200024000000214,-278.2029744000101,1543,-31,-31,157.29,6.215500000000338,1469.8644999999817,996,-18,-18,523.79,12.060000000000901,4807.200000000048,1113,120,120,48.74,16.200000000000443,98.81999999999982
2015-02-04,-1.0134372158,-0.6949331733600035,82359.46681039991,87039.678544,993050.6682663999,-728,-40,-40,118.5,6.959989999999948,-675.4371579999945,1574,-26,-26,157.21,7.604999999999881,-2417.1049999999855,1014,-26,-26,529.24,15.781999999998652,-6586.502000000017,993,128,128,48.57,18.36800000000021,-455.3280000000039
2015-02-03,0.7742536245599999,0.31850404243999636,75517.4418003999,81631.201376,1003185.0404243998,-688,-58,-58,118.5,14.760988399999793,-36.06425439999832,1600,-40,-40,154.75,10.299999999999955,6089.300000000004,1040,-28,-28,528.0,23.02999999999911,753.929999999991,865,77,77,48.46,11.049500000000126,935.370500000003
2015-02-02,-0.477758718789997,-0.45574958212000366,65773.9985087999,74736.89811000001,995442.5041787999,-630,-89,-89,118.050003,22.91750889999937,-869.8031879000005,1640,32,32,154.0,6.720000000000437,2185.1999999999907,1068,-51,-51,531.73,67.1924999999986,-6660.202499999958,788,101,101,47.2,14.291499999999921,567.2184999999969
2015-01-30,2.3625604408399976,0.022009136669993858,58589.84136669989,63383.562164,1000220.0913666999,-541,-48,-48,118.400002,13.512009600000102,903.8269083999999,1608,-52,-52,153.91,20.955999999999857,-3591.9559999999797,1119,-9,-9,515.86,5.350500000000148,26740.78949999995,687,87,87,47.09,12.87600000000016,-427.05599999999697
2015-01-29,0.5791160555999988,-2.340551304170004,57827.38794429991,58617.700986,976594.4869583,-493,-16,-16,116.32,3.8480040000000373,-1757.5599440000037,1660,-19,-19,151.38,4.731000000000018,6515.8389999999645,1128,3,3,511.0,2.248499999999967,739.2315000000283,600,95,95,47.07,16.150000000000027,293.64999999999867
2015-01-28,-1.7350998916799951,-2.9196673597700027,61594.1783102999,55002.869046,970803.3264022999,-477,59,59,117.629997,16.077511800000103,-3460.0769167999956,1679,-12,-12,154.0,2.7,-3558.21999999996,1125,0,0,522.78,0.0,-9708.749999999995,505,88,88,48.37,12.67199999999973,-623.9520000000008
2015-01-27,-2.1258360535200094,-1.1845674680900076,62679.136927099906,58499.039464,988154.3253190999,-536,8,8,112.41999799999999,1.4239991999999575,2126.5754647999984,1691,16,16,154.94,4.552000000000225,-4530.622000000045,1125,-4,-4,529.97,2.2659999999999854,-18675.726000000046,417,88,88,48.04,11.527999999999896,-178.58799999999908
2015-01-26,-0.45124176413999956,0.9412685854300015,64950.0669422999,61526.398912,1009412.6858543,-544,28,28,113.739998,5.908001400000035,-92.46514140000174,1675,-13,-13,158.26,3.0615000000000974,848.758500000015,1129,-2,-2,538.53,1.1169999999999163,-5355.41700000001,329,118,118,48.48,18.64399999999998,86.70600000000111
2015-01-23,0.65573074180001,1.3925103495700013,66027.63177969989,64624.561716,1013925.1034956998,-572,10,10,112.300003,2.3750000000000284,-333.1355819999976,1688,15,15,155.03,4.4700000000001125,811.1700000000303,1131,-10,-10,535.59,9.315000000000055,6291.045000000067,211,102,102,49.49,19.482000000000113,-211.77200000000087
2015-01-22,2.2604996120000003,0.7367796077699913,69332.3649136999,65416.801164,1007367.7960776999,-582,40,40,110.260002,9.580001999999809,-1696.6793799999978,1673,71,71,151.94,19.27650000000063,5512.273499999971,1141,-4,-4,521.48,3.0159999999999854,18666.094000000026,109,113,113,48.26,17.402000000000232,123.30800000000004
2015-01-21,0.4501124012750003,-1.523720004230009,80377.12555569991,68331.061866,984762.7999576998,-622,65,65,108.949997,14.527503250000265,-545.7384872500048,1602,35,35,153.03,9.274999999999721,-7657.794999999976,1145,30,30,507.25,12.720000000000368,12732.079999999984,-4,101,101,47.37,14.392499999999686,-27.422499999999644
2015-01-20,-0.3715447461250001,-1.9738324055050092,90532.51212794991,79652.940687,980261.67594495,-687,57,57,107.839996,12.48301424999995,-1993.4449612499975,1567,30,30,156.7,8.714999999999577,-293.24499999999614,1115,29,29,511.0,14.77549999999942,-1415.1555000000078,-105,96,96,47.98,14.831999999999745,-13.601999999999357
2015-01-16,1.1378324541299945,-1.6022876593800088,101070.1934061999,88426.168512,983977.1234062,-744,41,41,107.029999,11.069987700000219,597.8415412999943,1537,28,28,153.82,6.7340000000000835,3964.3559999999893,1086,27,27,500.01,13.392000000000404,6865.607999999961,-201,74,74,46.7,12.320999999999836,-49.4810000000008
2015-01-15,0.18274004572999977,-2.7401201135100033,105666.00886489991,96841.95,972598.7988648999,-785,33,33,110.0,6.58349669999993,2326.1189573000083,1509,13,13,156.69,3.087499999999852,-1870.727500000027,1059,24,24,505.57,14.676000000000295,846.8040000000166,-275,30,30,48.06,4.9949999999999335,525.205
2015-01-14,0.41082748666500085,-2.9228601592400034,115815.75922559989,104776.65245400001,970771.3984075999,-818,53,53,109.040001,15.60849734999967,390.4898666499939,1496,10,10,154.86,3.144999999999868,-1494.6049999999864,1035,40,40,494.65,25.17999999999938,4890.169999999999,-305,30,30,48.96,5.430000000000092,322.22000000000185
2015-01-13,0.30391646461000066,-3.3336876459050044,124649.42441194989,112758.32087099999,966663.1235409499,-871,57,57,111.43,16.615482899999673,-985.7463538999967,1486,10,10,157.26,2.7449999999999477,538.8750000000068,995,34,34,498.84,17.713999999999736,3380.2759999999967,-335,35,35,50.66,5.039999999999893,105.76000000000013
2015-01-12,-0.4749763942550028,-3.6376041105150048,132810.1726068499,120024.6,963623.9588948499,-928,51,51,112.599998,12.852002549999902,2518.3400574500006,1476,-42,-42,159.0,10.689000000000544,-3956.2290000000244,961,41,41,494.94,24.86650000000069,-3453.256500000004,-370,31,31,50.82,5.378500000000086,141.38149999999942
2015-01-09,-0.47560148859999496,-3.162627716260002,137940.7187113999,130020.571958,968373.7228373999,-979,68,68,112.66999799999999,18.53001699999992,-189.0528859999963,1518,-18,-18,158.42,4.940999999999906,1042.4790000000398,920,27,27,504.76,19.548000000000638,-6064.907999999992,-401,27,27,52.17,3.482999999999902,455.4669999999986
2015-01-08,0.1840907270999948,-2.6870262276600068,147239.78039439992,139379.148953,973129.7377233999,-1047,92,92,109.230003,16.100000000000264,-4486.839229000003,1536,-27,-27,156.24,6.979500000000098,5201.470499999963,893,27,27,497.99,12.946500000000196,1481.963499999986,-428,35,35,51.77,5.127500000000062,-355.6874999999984
2015-01-07,-0.4756401124999936,-2.8711169547600015,149512.18728639992,146418.96,971288.8304523999,-1139,20,20,107.199997,4.8000030000001175,-1720.7076249999998,1563,66,66,157.2,22.406999999999506,-1691.2469999999705,866,65,65,507.0,55.672500000001094,-1128.0324999999652,-463,-2,-2,51.51,0.42400000000000376,-216.41399999999948
2015-01-06,-1.3997374104200024,-2.395476842260009,191335.8415773999,146528.042318,976045.2315773999,-1159,318,318,106.540001,83.31596819999932,-187.12860420000055,1497,-372,-372,159.67,75.888000000005,-5166.048000000003,801,-166,-166,515.0,110.14099999999607,-9462.471000000018,-461,111,111,52.68,20.14649999999982,818.2734999999973
2015-01-05,-0.9957394318400057,-0.9957394318400057,434.2727275999234,186989.85,990042.6056815998,-1477,-1477,-1477,108.290001,449.7467953999974,2563.3346816000085,1869,1869,1869,161.27,402.7694999999949,-3692.209500000031,967,967,967,523.26,443.3695000000475,-9523.499500000034,-572,-572,-572,53.91,82.94000000000098,694.9799999999987
2015-01-02,0.0,0.0,1000000.0,0.0,1000000.0,0,0,0,111.389999,0.0,0.0,0,0,0,161.31,0.0,0.0,0,0,0,529.01,0.0,0.0,0,0,0,54.36,0.0,0.0
