,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL
2016-03-01,2.480254062299998,-34.94970609713006,1179.675487698351,-0.0,650502.9390286985,6459,0,0,97.650002,0.0,24802.54062299998
2016-02-29,-0.142099291799996,-37.42996015943006,1179.675487698351,-0.0,625700.3984056985,6459,0,0,96.860001,0.0,-1420.99291799996
2016-02-26,0.09664009376000043,-37.287860867630066,1179.675487698351,-0.0,627121.3913236985,6459,4,4,97.199997,0.7020003999999972,966.4009376000043
2016-02-25,0.42591138406000045,-37.38450096139006,1569.177476098351,-0.0,626154.9903860983,6455,-4,-4,96.050003,1.0119994000000019,4259.113840600005
2016-02-24,0.9105349166299951,-37.81041234545007,1185.989463498351,-0.0,621895.8765454984,6459,-2,-2,93.980003,0.394999700000011,9105.349166299951
2016-02-23,-1.4149557694999975,-38.72094726208006,998.424457198351,-0.0,612790.5273791983,6461,0,0,96.400002,0.0,-14149.557694999974
2016-02-22,0.5425124171249995,-37.30599149258006,998.424457198351,-0.0,626940.0850741984,6461,5,5,96.309998,0.7399997500000239,5425.124171249996
2016-02-19,-0.14213264602999764,-37.84850390970506,1480.714446948351,-0.0,621514.9609029484,6456,-2,-2,96.0,0.48000030000001176,-1421.3264602999766
2016-02-18,-1.2011886457999983,-37.70637126367507,1289.194447248351,-0.0,622936.2873632484,6458,0,0,98.839996,0.0,-12011.886457999983
2016-02-17,0.9557683831149959,-36.50518261787507,1289.194447248351,-0.0,634948.1738212483,6458,-1,-1,96.66999799999999,0.21199985000000368,9557.68383114996
2016-02-16,1.7113947461200019,-37.460951000990065,1192.736449098351,-0.0,625390.4899900984,6459,2,2,95.019997,0.3489998000000128,17113.94746120002
2016-02-12,0.18725364570000244,-39.172345747110064,1383.125442898351,-0.0,608276.5425288983,6457,0,0,94.190002,0.0,1872.5364570000243
2016-02-11,-0.3680490000000048,-39.35959939281006,1383.125442898351,-0.0,606404.0060718984,6457,0,0,93.790001,0.0,-3680.4900000000475
2016-02-10,-0.46513074571999763,-38.991550392810055,1383.125442898351,-0.0,610084.4960718984,6457,2,2,95.91999799999999,0.40100020000000997,-4651.307457199976
2016-02-09,-0.012863881880000141,-38.526419647090066,1575.3664390983508,-0.0,614735.8035290984,6455,1,1,94.290001,0.23299979999999323,-128.63881880000142
2016-02-08,0.6386037770599977,-38.513555765210064,1669.889439898351,-0.0,614864.4423478983,6454,-3,-3,93.129997,0.7844994000000043,6386.037770599976
2016-02-05,-1.665919345599997,-39.15215954227006,1391.2839482983509,-0.0,608478.4045772983,6457,1,1,96.519997,0.20699999999999932,-16659.19345599997
2016-02-04,0.16118160099,-37.48624019667007,1488.010945298351,-0.0,625137.5980332984,6456,-3,-3,95.860001,0.7139990999999839,1611.8160099000002
2016-02-03,1.2078629701900017,-37.647421797660066,1201.144941398351,-0.0,623525.7820233984,6459,-1,-1,95.0,0.18800010000000214,12078.629701900018
2016-02-02,-1.2592758109250068,-38.85528476785007,1106.332941498351,-0.0,611447.1523214984,6460,5,5,95.41999799999999,0.827499249999974,-12592.758109250068
2016-02-01,-0.5876263169799951,-37.59600895692506,1584.260430748351,-0.0,624039.9104307484,6455,-2,-2,96.470001,0.49899979999999006,-5876.263169799951
2016-01-29,2.09825304853,-37.008382639945076,1391.819428548351,-0.0,629916.1736005483,6457,3,3,94.790001,0.6194997000000086,20982.5304853
2016-01-28,0.4324378097900043,-39.10663568847507,1676.808931248351,-0.0,608933.6431152484,6454,-2,-2,93.790001,0.5290001000000017,4324.378097900043
2016-01-27,-4.241592000000003,-39.539073498265076,1489.7579293483511,-0.0,604609.2650173483,6456,0,0,96.040001,0.0,-42415.92000000004
2016-01-26,0.35493621799999553,-35.297481498265064,1489.7579293483511,-0.0,647025.1850173484,6456,2,2,99.93,0.43199999999999933,3549.362179999955
2016-01-25,-1.2778894183999905,-35.65241771626506,1690.0499293483513,-0.0,643475.8228373484,6454,0,0,101.519997,0.0,-12778.894183999906
2016-01-22,3.303413975499993,-34.37452829786507,1690.0499293483513,-0.0,656254.7170213483,6454,4,4,98.629997,0.9879990000000248,33034.13975499993
2016-01-21,-0.31608296159999993,-37.67794227336506,2085.5579163483512,-0.0,623220.5772663484,6450,-5,-5,97.059998,1.6925010000000213,-3160.829615999999
2016-01-20,0.083549562280002,-37.361859311765066,1601.950427348351,-0.0,626381.4068823484,6455,-2,-2,95.099998,0.5150001999999858,835.4956228000201
2016-01-19,-0.3045227349300015,-37.445408874045064,1412.265431548351,-0.0,625545.9112595484,6457,7,7,98.410004,1.52249929999999,-3045.227349300015
2016-01-15,-1.5426471000750004,-37.14088613911507,2102.657958848351,-0.0,628591.1386088484,6450,-3,-3,96.199997,1.0110007499999825,-15426.471000750003
2016-01-14,1.3746530094300002,-35.59823903904007,1815.068968598351,-0.0,644017.6096095984,6453,-6,-6,97.959999,1.7669996999999626,13746.530094300004
2016-01-13,-1.6599629999999959,-36.972892048470065,1229.075974298351,-0.0,630271.0795152985,6459,0,0,100.32,0.0,-16599.629999999957
2016-01-12,0.9231957991799951,-35.312929048470075,1229.075974298351,-0.0,646870.7095152984,6459,2,2,100.550003,0.3720002000000136,9231.95799179995
2016-01-11,1.012857999220005,-36.23612484765007,1430.5479804983509,-0.0,637638.7515234984,6457,4,4,98.970001,0.8699997999999823,10128.57999220005
2016-01-08,0.3296487924449999,-37.24898284687007,1827.297984298351,-0.0,627510.1715312983,6453,-3,-3,98.550003,0.854999549999991,3296.487924449999
2016-01-07,-2.7434410006000003,-37.57863163931507,1532.502974848351,-0.0,624213.6836068484,6456,2,2,98.68,0.45,-27434.410006000002
2016-01-06,-1.3011304919200002,-34.83519063871507,1730.312974848351,-0.0,651648.0936128483,6454,-16,-16,100.559998,4.35199520000001,-13011.304919200002
2016-01-05,-2.1163336160050026,-33.53406014679507,125.70500204835093,-0.0,664659.3985320483,6470,6107,6107,105.75,1639.7304160499991,-21163.336160050025
2016-01-04,1.5708902295299991,-31.41772653079007,647580.6854180984,-0.0,685822.7346920983,363,6426,6426,102.610001,1352.6726787000307,15708.902295299991
2015-12-31,0.9590790698749987,-32.98861676032006,10701.940270798348,638191.392126,670113.8323967984,-6063,-5965,-5965,107.010002,1049.8391052500137,9590.790698749986
2015-12-30,-0.027117885650007723,-33.94769583019506,649758.7213060486,10517.359999999999,660523.0416980485,-98,5990,5990,108.58000200000001,1368.714700500033,-271.17885650007725
2015-12-29,-1.1898368812900018,-33.92057794454506,20458.380554548596,662009.107824,660794.2205545485,-6088,-5899,-5899,106.959999,1035.2750898999957,-11898.368812900018
2015-12-28,0.1897068849550026,-32.73074106325505,652212.5508794487,20188.98,672692.5893674486,-189,5803,5803,107.589996,884.9583704500012,1897.068849550026
2015-12-24,0.46958808079000186,-32.920447948210054,11855.274525898545,647315.754008,670795.5205178985,-5992,-5882,-5882,109.0,1073.4652940999592,4695.880807900018
2015-12-23,-0.13713405206000856,-33.390036029000065,654447.3404799985,11947.10011,666099.6397099985,-110,5993,5993,107.269997,979.8566986000427,-1371.3405206000857
2015-12-22,-0.010982700314994053,-33.25290197694005,10971.264127598515,654424.708309,667470.9802305985,-6103,-6001,-6001,107.400002,1140.190900149967,-109.82700314994054
2015-12-21,-0.9258076508850044,-33.24191927662506,656643.3476417485,10947.660204000002,667580.8072337485,-102,5943,5943,107.279999,1696.7262028500454,-9258.076508850045
2015-12-18,1.5819775121400022,-32.31611162574006,1068.279337598522,640951.343955,676838.8837425985,-6045,-6036,-6036,108.910004,1590.4850945999624,15819.775121400022
2015-12-17,-0.5565971023249995,-33.898089137880056,659983.5687021986,980.820027,661019.1086211986,-9,5947,5947,112.019997,1543.2450132499694,-5565.971023249995
2015-12-16,-0.2954400268250046,-33.341492035555056,6660.255820448627,663141.016176,666585.0796444485,-5956,-5897,-5897,111.07,1312.0839742500098,-2954.400268250046
2015-12-15,0.18499329511499585,-33.04605200873005,662849.4695586985,6518.909882,669539.4799126985,-59,5863,5863,111.940002,1433.5032068499802,1849.9329511499584
2015-12-14,-0.3066924059899977,-33.23104530384504,5136.204727548493,666106.577766,667689.5469615487,-5922,-5878,-5878,112.18,1334.3062939000388,-3066.924059899977
2015-12-11,0.47407956079999164,-32.924352897855044,665599.6708454487,4979.92,670756.4710214487,-44,5701,5701,115.190002,977.7215000000019,4740.795607999917
2015-12-10,-0.2070297272999923,-33.39843245865504,112.70243344858318,667396.63851,666015.6754134487,-5745,-5749,-5749,116.040001,1325.1444999999876,-2070.2972729999233
2015-12-09,0.22878926674499736,-33.19140273135504,667623.4926744486,-0.0,668085.9726864486,4,5703,5703,117.639999,1066.4601445499886,2287.8926674499735
2015-12-08,-0.5235022626249944,-33.42019199810004,97.94130999852177,673792.7870969999,665798.0800189987,-5699,-5735,-5735,117.519997,1161.3383602499848,-5235.022626249944
2015-12-07,-0.1545893344499937,-32.89668973547504,666775.0226812486,-0.0,671033.1026452486,36,5910,5910,118.980003,1814.36970449998,-1545.893344499937
2015-12-04,-2.3290459844000013,-32.74210040102505,17334.278367748648,699182.2141260001,672578.9959897485,-5874,-5726,-5726,115.290001,1308.3910000000142,-23290.459844000015
2015-12-03,-0.25013279978000247,-30.413054416625048,678420.2545017486,17049.599556,695869.4558337487,-148,5644,5644,116.550003,1137.265717800025,-2501.3279978000246
2015-12-02,0.5016320977049943,-30.16292161684505,12598.024375548748,673493.754208,698370.7838315486,-5792,-5687,-5687,117.339996,1123.1816469500313,5016.320977049943
2015-12-01,-0.34908253777999826,-30.664553714550042,680737.6624344988,12320.69958,693354.4628544988,-105,5674,5674,118.75,1038.3431348000042,-3490.8253777999826
2015-11-30,-0.26090395864000515,-30.315471176770043,16772.608685298834,683655.7173370001,696845.2882322987,-5779,-5638,-5638,117.989998,792.1406914000285,-2609.0395864000516
2015-11-27,-0.23492394454999957,-30.054567218130043,682707.7572546987,16611.209718,699454.3278186987,-141,5594,5594,118.290001,925.8083984999971,-2349.239445499996
2015-11-25,0.5542972717749997,-29.81964327358004,11366.922999198749,676902.044265,701803.5672641987,-5735,-5639,-5639,119.209999,1192.6470902499605,5542.972717749997
2015-11-24,0.10261364893499822,-30.37394054535504,685145.7138744487,11412.479712,696260.5945464487,-96,5659,5659,117.33000200000001,1242.1524806499751,1026.1364893499822
2015-11-23,0.7848408719000023,-30.47655419429004,88.04258709851013,677651.25,695234.4580570987,-5755,-5841,-5841,119.269997,896.593499999998,7848.408719000022
2015-11-20,-0.39923519929999257,-31.261395066190037,677126.2490800986,-0.0,687386.0493380986,86,6030,6030,119.199997,1504.48439699997,-3992.3519929999256
2015-11-19,-0.7067276201099981,-30.86215986689005,-1097.592724901624,706028.314056,691378.4013310985,-5944,-11889,-11889,117.639999,2371.8543110999744,-7067.276201099981
2015-11-18,2.139522455454998,-30.15543224678005,1156.6215871984666,-0.0,698445.6775321985,5945,3,3,115.760002,0.5595004500000187,21395.224554549983
2015-11-17,-0.29115681159999995,-32.294954702235046,1504.4610936484667,-0.0,677050.4529776485,5942,0,0,114.91999799999999,0.0,-2911.5681159999995
2015-11-16,1.0927178772250046,-32.00379789063505,1504.4610936484667,-0.0,679962.0210936485,5942,-5,-5,111.379997,1.3250007499999867,10927.178772250047
2015-11-13,-2.0100166726799986,-33.09651576786006,948.8861093984667,-0.0,669034.8423213984,5947,2,2,115.199997,0.3169998000000021,-20100.166726799984
2015-11-12,-0.23185500000000037,-31.08649909518006,1179.6031031984667,-0.0,689135.0090481985,5945,0,0,116.260002,0.0,-2318.550000000004
2015-11-11,-0.39242767141000395,-30.85464409518006,1179.6031031984667,-0.0,691453.5590481984,5945,-1,-1,116.370003,0.20050010000000498,-3924.27671410004
2015-11-10,-2.2594817837999943,-30.46221642377006,1063.4336002984667,-0.0,695377.8357622985,5946,0,0,116.900002,0.0,-22594.81783799994
2015-11-09,-0.29136471094999994,-28.20273463997006,1063.4336002984667,-0.0,717972.6536002985,5946,2,2,120.959999,0.31899950000000105,-2913.6471094999993
2015-11-06,0.08321600000000035,-27.91136992902006,1305.6725977984668,-0.0,720886.3007097985,5944,0,0,121.110001,0.0,832.1600000000035
2015-11-05,-0.6419531888000044,-27.994585929020058,1305.6725977984668,-0.0,720054.1407097984,5944,0,0,121.849998,0.0,-6419.531888000044
2015-11-04,-0.33877595030499597,-27.352632740220056,1305.6725977984668,-0.0,726473.6725977985,5944,-1,-1,123.129997,0.23950004999999522,-3387.7595030499597
2015-11-03,0.826354999999992,-27.01385678991506,1182.7821008484668,-0.0,729861.4321008484,5945,0,0,120.790001,0.0,8263.54999999992
2015-11-02,0.9984622993600042,-27.840211789915053,1182.7821008484668,-0.0,721597.8821008486,5945,2,2,120.800003,0.3770003999999972,9984.622993600042
2015-10-30,-0.612196505625002,-28.838674089275056,1424.759107248467,-0.0,711613.2591072485,5943,1,1,120.989998,0.22100024999999449,-6121.965056250021
2015-10-29,0.7486099883749999,-28.226477583650052,1545.970105498467,-0.0,717735.2241634985,5942,-1,-1,118.699997,0.2620002500000055,7486.09988375
2015-10-28,2.8048316844850003,-28.975087572025053,1427.5321087484672,-0.0,710249.1242797484,5943,1,1,116.93,0.22750015000000304,28048.31684485
2015-10-27,-0.4337776728949999,-31.779919256510055,1544.6896088984672,-0.0,682200.8074348985,5942,-1,-1,115.400002,0.2604999500000019,-4337.776728949999
2015-10-26,-2.2587152829150026,-31.346141583615058,1429.550106848467,-0.0,686538.5841638485,5943,-3,-3,118.08000200000001,0.7350001499999792,-22587.152829150025
2015-10-23,2.1285321894900044,-29.087426300700052,1076.045100998467,-0.0,709125.7369929985,5946,1,1,116.699997,0.17000010000000146,21285.321894900044
2015-10-22,1.0341996109249998,-31.21595849019006,1192.9150980984668,-0.0,687840.4150980985,5945,3,3,114.33000200000001,0.5820007499999804,10341.996109249998
2015-10-21,-0.005954027760002114,-32.25015810111506,1536.4871048484667,-0.0,677498.4189888485,5942,-4,-4,114.0,1.0699995999999827,-59.540277600021135
2015-10-20,1.2129804324000042,-32.24420407335506,1081.5571044484668,-0.0,677557.9592664485,5946,0,0,111.339996,0.0,12129.804324000042
2015-10-19,0.41027518919999567,-33.457184505755066,1081.5571044484668,-0.0,665428.1549424484,5946,0,0,110.800003,0.0,4102.751891999957
2015-10-16,-0.48757199999999595,-33.86745969495506,1081.5571044484668,-0.0,661325.4030504485,5946,0,0,111.779999,0.0,-4875.719999999959
2015-10-15,0.9810911892000004,-33.379887694955066,1081.5571044484668,-0.0,666201.1230504484,5946,0,0,110.93,0.0,9810.911892000004
2015-10-14,-0.9394691892000044,-34.36097888415507,1081.5571044484668,-0.0,656390.2111584484,5946,0,0,111.290001,0.0,-9394.691892000044
2015-10-13,0.11316013323000258,-33.42150969495506,1081.5571044484668,-0.0,665784.9030504485,5946,3,3,110.82,0.4964997000000182,1131.601332300026
2015-10-12,-0.30896487150999863,-33.534669828185066,1414.5136041484668,-0.0,664653.3017181485,5943,-2,-2,112.730003,0.47900009999999044,-3089.648715099986
2015-10-09,1.5575917834999984,-33.225704956675074,1189.5325982484667,-0.0,667742.9504332484,5945,0,0,110.0,0.0,15575.917834999982
2015-10-08,-0.7609594055000021,-34.78329674017507,1189.5325982484667,-0.0,652167.0325982485,5945,0,0,110.190002,0.0,-7609.594055000021
2015-10-07,-0.31514725550499373,-34.022337334675065,1189.5325982484667,-0.0,659776.6266532484,5945,1,1,111.739998,0.1985000499999984,-3151.4725550499375
2015-10-06,0.31501840596999375,-33.707190079170076,1301.4710962984666,-0.0,662928.0992082984,5944,2,2,110.629997,0.4300003000000004,3150.1840596999373
2015-10-05,0.23752658841000035,-34.02220848514007,1523.1610905984667,-0.0,659777.9151485985,5942,-2,-2,109.879997,0.5459999000000095,2375.2658841000034
2015-10-02,0.4757879279499974,-34.25973507355007,1303.9470964984666,-0.0,657402.6492644985,5944,2,2,108.010002,0.4310004999999933,4757.8792794999745
2015-10-01,-0.4272308923399978,-34.73552300150007,1520.3981009984666,-0.0,652644.7699849985,5942,6,6,109.07,1.4429993999999682,-4272.308923399978
2015-09-30,0.7366489679600065,-34.308292109160064,2176.2611003984666,-0.0,656917.0789083985,5936,-8,-8,110.16999799999999,3.060000399999967,7366.489679600064
2015-09-29,-2.009134027590008,-35.04494107712007,1297.9611167984665,-0.0,649550.5892287984,5944,1,1,112.83000200000001,0.20649990000000287,-20091.340275900082
2015-09-28,-1.3490592170999938,-33.035807049530064,1410.9976186984663,-0.0,669641.9295046986,5943,0,0,113.849998,0.0,-13490.592170999937
2015-09-25,-0.17199254365500233,-31.686747832430072,1410.9976186984663,-0.0,683132.5216756985,5943,-3,-3,116.440002,0.769499550000009,-1719.9254365500233
2015-09-24,0.40441790001000405,-31.51475528877507,1062.4471122484665,-0.0,684852.4471122485,5946,1,1,113.25,0.1709999000000039,4044.1790001000404
2015-09-23,0.5469388109999955,-31.91917318878508,1175.8681121484665,-0.0,680808.2681121484,5945,0,0,113.629997,0.0,5469.388109999956
2015-09-22,-1.0757143160899976,-32.46611199978507,1175.8681121484665,-0.0,675338.8800021484,5945,2,2,113.379997,0.3709998999999982,-10757.143160899976
2015-09-21,1.0459691886,-31.390397683695074,1402.9991060484665,-0.0,686096.0231630484,5943,0,0,113.66999799999999,0.0,10459.691886
2015-09-18,-0.2801009938399978,-32.436366872295075,1402.9991060484665,-0.0,675636.3312770484,5943,-4,-4,112.209999,0.9539994000000093,-2801.009938399978
2015-09-17,-1.4806280681850048,-32.15626587845507,955.1131094484664,-0.0,678437.3412154485,5947,3,3,115.660004,0.4649998499999868,-14806.280681850048
2015-09-16,0.07727497199999823,-30.67563781027007,1302.5581212984664,-0.0,693243.6218972985,5944,0,0,116.25,0.0,772.7497199999824
2015-09-15,0.5764864442100063,-30.752912782270066,1302.5581212984664,-0.0,692470.8721772984,5944,1,1,115.93,0.2014998999999932,5764.864442100063
2015-09-14,0.653210905129998,-31.32939922648007,1418.6896211984665,-0.0,686706.0077351984,5943,2,2,116.58000200000001,0.44499969999999395,6532.10905129998
2015-09-11,0.9743745058150017,-31.98261013161007,1652.2946248984665,-0.0,680173.8986838985,5941,1,1,111.790001,0.2689998500000058,9743.745058150018
2015-09-10,1.4373825594999956,-32.95698463742507,1764.3536257484666,-0.0,670430.1536257484,5940,-5,-5,110.269997,1.5625000000000284,14373.825594999955
2015-09-09,-1.2841176219999955,-34.39436719692507,1214.5661407484665,-0.0,656056.3280307484,5945,0,0,113.760002,0.0,-12841.176219999956
2015-09-08,1.8067451939499937,-33.11024957492507,1214.5661407484665,-0.0,668897.5042507484,5945,2,2,111.75,0.3939994999999897,18067.451939499937
2015-09-04,-0.6535009653799961,-34.916994768875064,1438.4601402484666,-0.0,650830.0523112484,5943,2,2,108.970001,0.4739998000000128,-6535.009653799962
2015-09-03,-1.1704549416900014,-34.263493803495074,1656.8741420484666,-0.0,657365.0619650484,5941,2,2,112.489998,0.5209999000000038,-11704.549416900014
2015-09-02,2.7449070316000017,-33.09303886180507,1882.3751379484668,-0.0,669069.6113819485,5939,-5,-5,110.230003,1.6299989999999838,27449.070316000016
2015-09-01,-2.9960602443950024,-35.83794589340507,1332.8551219484668,-0.0,641620.5410659485,5944,-1,-1,110.150002,0.22649994999999593,-29960.60244395002
2015-08-31,-0.3147629548550022,-32.84188564901007,1222.9316198984668,-0.0,671581.1435098985,5945,3,3,112.029999,0.5654995500000155,-3147.6295485500223
2015-08-28,0.22010028257500666,-32.52712269415507,1559.5871164484668,-0.0,674728.7730584485,5942,5,5,112.16999799999999,1.305000249999992,2201.0028257500667
2015-08-27,1.9156312246399914,-32.74722297673007,2121.7421066984666,-0.0,672527.7702326984,5937,7,7,112.230003,2.393998600000015,19156.312246399913
2015-08-26,3.519159176680004,-34.66285420137007,2909.7461262984666,-0.0,653371.4579862985,5930,24,24,107.089996,11.532001199999877,35191.59176680004
2015-08-25,0.385909040980002,-38.182013378050065,5491.438031498466,-0.0,618179.8662194984,5906,-28,-28,111.110001,26.320004199999847,3859.09040980002
2015-08-24,-1.579008155500002,-38.56792241903007,2406.6780076984664,-0.0,614320.7758096985,5934,-11,-11,94.870003,4.5375,-15790.08155500002
2015-08-21,-4.0968418006150005,-36.98891426353006,1367.6454746984664,-0.0,630110.8573646985,5945,-3,-3,110.43,0.7080001500000208,-40968.41800615
2015-08-20,-1.4037279999999999,-32.89207246291506,1037.0634748484665,-0.0,671079.2753708485,5948,0,0,114.08000200000001,0.0,-14037.279999999997
2015-08-19,-0.8862051100000001,-31.488344462915066,1037.0634748484665,-0.0,685116.5553708485,5948,2,2,116.099998,0.3430000000000007,-8862.0511
2015-08-18,-0.3924383784000004,-30.60213935291507,1269.6064708484666,-0.0,693978.6064708484,5946,0,0,116.43,0.0,-3924.383784000004
2015-08-17,0.7135094732200026,-30.20970097451507,1269.6064708484666,-0.0,697902.9902548484,5946,-1,-1,116.040001,0.21499980000000676,7135.094732200026
2015-08-14,0.4823422178499973,-30.92321044773507,1153.7814696484666,-0.0,690767.8955226485,5947,10,10,114.32,1.9300005000000056,4823.422178499974
2015-08-13,-0.053307474314999576,-31.40555266558507,2298.9114701484664,-0.0,685944.4733441485,5937,-3,-3,116.040001,1.1685001500000027,-533.0747431499958
2015-08-12,1.0391092503300001,-31.35224519127007,1951.9599672984664,-0.0,686477.5480872984,5940,-3,-3,112.529999,1.0274996999999957,10391.0925033
2015-08-11,-3.703363984079998,-32.39135444160007,1615.3974699984662,-0.0,676086.4555839985,5943,-4,-4,117.809998,1.091999800000019,-37033.63984079998
2015-08-10,2.4975028783999957,-28.687990457520076,1145.2494777984662,-0.0,713120.0954247984,5947,2,2,116.529999,0.3750000000000114,24975.02878399996
2015-08-07,0.23205359709000034,-31.18549333592007,1378.684475798466,-0.0,688145.0666407986,5945,6,6,114.58000200000001,1.313999099999967,2320.5359709000036
2015-08-06,-0.1603356696199986,-31.41754693301007,2067.478486898466,-0.0,685824.5306698985,5939,-1,-1,115.970001,0.3670001999999982,-1603.356696199986
2015-08-05,0.45157853221499855,-31.257211263390072,1951.8754860984661,-0.0,687427.8873660985,5940,1,1,112.949997,0.3224998500000055,4515.785322149985
2015-08-04,-2.2580570354350025,-31.70878979560507,2065.147982948466,-0.0,682912.1020439485,5939,-9,-9,117.41999799999999,3.172501350000027,-22580.570354350024
2015-08-03,-1.7011272450749981,-29.45073276017007,1011.5405022984659,-0.0,705492.6723982985,5948,-1,-1,121.5,0.18649975000000155,-17011.27245074998
2015-07-31,-0.6365802995049961,-27.749605515095066,890.2270020484659,-0.0,722503.9448490485,5949,1,1,122.599998,0.1430000500000034,-6365.80299504996
2015-07-30,-0.3687730260000018,-27.11302521559007,1012.9700000984659,-0.0,728869.7478440985,5948,0,0,122.32,0.0,-3687.7302600000176
2015-07-29,-0.23196520570500184,-26.744252189590068,1012.9700000984659,-0.0,732557.4781040985,5948,1,1,123.150002,0.16800004999999488,-2319.6520570500184
2015-07-28,0.36268855000999967,-26.512286983885065,1136.288002148466,-0.0,734877.1301611485,5947,1,1,123.379997,0.1744999000000064,3626.8855000999965
2015-07-27,-1.0286597837999978,-26.87497553389506,1259.842499048466,-0.0,731250.2446610485,5946,0,0,123.089996,0.0,-10286.597837999978
2015-07-24,-0.3925106775800004,-25.846315750095066,1259.842499048466,-0.0,741536.8424990484,5946,2,2,125.32,0.4029997999999864,-3925.106775800004
2015-07-23,-0.03552131761999743,-25.453805072515067,1510.8854988484659,-0.0,745461.9492748486,5944,-2,-2,126.199997,0.5510001999999872,-355.2131761999743
2015-07-22,-3.2890364055550014,-25.418283754895068,1259.0365050484659,-0.0,745817.1624510485,5946,-1,-1,121.989998,0.22999954999999375,-32890.36405555002
2015-07-21,-0.7849515130200025,-22.129247349340066,1137.2765065984659,-0.0,778707.5265065985,5947,-1,-1,132.850006,0.21350020000000428,-7849.515130200025
2015-07-20,1.4572671376000088,-21.344295836320065,1004.6400007984657,-0.0,786557.0416367985,5948,0,0,130.970001,0.0,14572.67137600009
2015-07-17,0.6602279999999912,-22.801562973920078,1004.6400007984657,-0.0,771984.3702607985,5948,0,0,129.080002,0.0,6602.2799999999115
2015-07-16,1.0052090260000062,-23.461790973920067,1004.6400007984657,-0.0,765382.0902607986,5948,0,0,127.739998,0.0,10052.09026000006
2015-07-15,0.7197074051999979,-24.466999999920073,1004.6400007984657,-0.0,755330.0000007985,5948,0,0,125.720001,0.0,7197.074051999978
2015-07-14,-0.05115927188000223,-25.18670740512007,1004.6400007984657,-0.0,748132.9259487985,5948,388,388,126.040001,66.73603879999877,-511.5927188000223
2015-07-13,0.14002880985000207,-25.135548133240068,49974.89642759847,-0.0,748644.5186675985,5560,5970,5970,125.029999,1385.0397014999628,1400.2880985000209
2015-07-10,-1.2902565280300071,-25.27557694309007,697798.2285190985,50544.79959,747244.2305690985,-410,5238,5238,121.940002,1791.3952142999956,-12902.56528030007
2015-07-09,1.9852964867300056,-23.985320415060063,39292.57844139862,678155.36,760146.7958493985,-5648,-5333,-5333,123.849998,1093.2644666999772,19852.964867300056
2015-07-08,0.6193472057500065,-25.970616901790066,700480.9790920984,38609.549999999996,740293.8309820985,-315,5258,5258,124.480003,1151.5033144999957,6193.472057500065
2015-07-07,0.02424952002499673,-26.589964107540073,31400.81121659837,700470.381146,734100.3589245984,-5573,-5323,-5323,125.889999,899.5883307500106,242.4952002499673
2015-07-06,0.7307863170999971,-26.61421362756507,702887.8627243484,31500.0,733857.8637243484,-250,5316,5316,124.940002,776.1373290000311,7307.863170999971
2015-07-02,-0.08195075692000113,-27.344999944665066,22896.291685348475,703765.051132,726550.0005533485,-5566,-5386,-5386,126.43,794.4360772000095,-819.5075692000113
2015-07-01,-0.9090865059799945,-27.263049187745068,704473.5070425486,22787.999639999998,727369.5081225486,-180,5438,5438,126.900002,886.3945437999807,-9090.865059799946
2015-06-30,-0.053599070220006276,-26.353962681765076,30221.593182348486,704665.74,736460.3731823486,-5618,-5378,-5378,125.57,1072.9104621999886,-535.9907022000627
2015-06-29,0.6449838602400041,-26.30036361154507,706662.7641245486,29887.19976,736996.3638845487,-240,5302,5302,125.459999,922.5469395999773,6449.838602400042
2015-06-26,0.4075430002599945,-26.945347471785073,17900.767450148447,702448.5,730546.5252821485,-5542,-5404,-5404,127.66999799999999,999.7391894000143,4075.430002599945
2015-06-25,-0.5270747862000078,-27.35289047204507,708500.7350035484,17595.0,726471.0952795486,-138,5442,5442,128.860001,1273.4280000000792,-5270.7478620000775
2015-06-24,-0.5792860733800114,-26.82581568584506,26932.05988154884,714853.80558,731741.8431415487,-5580,-5369,-5369,127.209999,732.8695738000326,-5792.860733800114
2015-06-23,0.0020359757799978413,-26.24652961246505,710541.4723983489,26803.329789,737534.7038753488,-211,5369,5369,127.480003,799.9799262000229,20.35975779997841
2015-06-22,-0.17740672029000043,-26.248565588245054,26789.77201754875,712063.8055799999,737514.3441175488,-5580,-5371,-5371,127.489998,918.440462900021,-1774.0672029000043
2015-06-19,0.03511633065500419,-26.071158867955056,712365.0313204486,26459.399582,739288.4113204486,-209,5397,5397,127.709999,833.8356904499954,351.16330655004185
2015-06-18,-0.4472025095150063,-26.106275198610057,29329.717559898712,716895.263182,738937.2480138987,-5606,-5377,-5377,127.230003,844.1887311500276,-4472.025095150063
2015-06-17,-0.15189159949999775,-25.659072689095055,714065.2133380488,29151.700687,743409.2731090488,-229,5400,5400,127.720001,939.598649999993,-1518.9159949999776
2015-06-16,-0.4184619864649972,-25.507181089595054,33084.84910404879,718260.388742,744928.1891040488,-5629,-5367,-5367,127.029999,947.2752316499934,-4184.619864649972
2015-06-15,0.4913196733349941,-25.088719103130053,716289.4494926987,33253.039476,749112.8089686987,-262,5333,5333,126.099998,858.6132666500218,4913.1967333499415
